time,response_time,active_pods_count,cpu_load,current_power_of_attack
2022-03-01 19:50:43.366490,0.3,5 6 4 6,52 49 51 54,14
2022-03-01 19:50:44.975842,0.3,5 6 4 6,52 49 51 54,14
2022-03-01 19:50:46.632096,0.4,5 6 4 6,52 49 51 54,14
2022-03-01 19:50:48.475851,0.3,5 6 4 6,52 49 51 54,14
2022-03-01 19:50:50.085214,0.4,5 6 4 6,52 49 51 54,14
2022-03-01 19:50:51.882099,0.4,5 6 4 6,52 49 51 54,14
2022-03-01 19:50:53.663206,0.4,5 6 4 6,44 49 58 37,14
2022-03-01 19:50:55.444598,0.4,5 6 4 6,44 49 58 37,14
2022-03-01 19:50:57.069595,0.4,5 6 4 6,44 49 58 37,14
2022-03-01 19:50:58.678991,0.4,5 6 4 6,44 49 58 37,14
2022-03-01 19:51:00.288317,0.4,5 6 4 6,44 49 58 37,14
2022-03-01 19:51:02.022690,0.4,5 6 4 6,44 49 58 37,14
2022-03-01 19:51:03.663144,0.4,5 6 4 6,44 49 58 37,14
2022-03-01 19:51:05.569601,0.4,5 6 4 6,44 49 58 37,14
2022-03-01 19:51:07.257088,0.3,5 6 4 6,44 49 58 37,14
2022-03-01 19:51:08.960212,0.4,5 6 5 6,44 49 58 37,14
2022-03-01 19:51:10.616469,0.3,5 6 5 6,44 49 58 37,14
2022-03-01 19:51:12.460221,0.4,5 6 5 6,44 49 58 37,14
2022-03-01 19:51:14.194414,0.4,5 6 5 6,44 49 58 37,14
2022-03-01 19:51:15.835221,0.3,5 6 5 6,44 49 58 37,14
2022-03-01 19:51:17.444598,0.3,5 6 5 6,44 49 58 37,14
2022-03-01 19:51:19.069586,0.4,5 6 5 6,44 49 58 37,14
2022-03-01 19:51:20.678937,0.4,5 6 5 6,44 49 58 37,14
2022-03-01 19:51:22.475847,0.3,5 6 5 6,44 49 58 37,14
2022-03-01 19:51:24.178971,0.3,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:25.788304,0.3,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:27.413365,0.3,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:29.053971,0.4,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:30.772724,0.4,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:32.460222,0.4,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:34.116470,0.3,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:35.897707,0.4,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:37.491469,0.3,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:39.241479,0.3,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:40.991474,0.4,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:42.678978,0.4,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:44.288345,0.4,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:45.897693,0.3,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:47.694575,0.3,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:49.428947,0.5,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:51.178960,0.3,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:52.772724,0.4,5 6 5 6,44 45 58 37,14
2022-03-01 19:51:54.522524,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:51:56.194394,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:51:57.772522,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:51:59.475642,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:01.178954,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:02.850840,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:04.475851,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:06.163364,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:07.803967,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:09.506894,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:11.147717,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:12.850842,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:14.553969,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:16.225843,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:17.975843,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:19.741470,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:21.460018,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:23.147713,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:24.866269,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:26.553969,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:28.444566,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:30.194590,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:31.928964,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:33.663348,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:35.413316,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:37.085022,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:38.882101,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:40.507095,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:42.181644,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:44.040818,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:45.759578,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:47.431446,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:49.103520,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:50.884770,0.3,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:52.525387,0.4,5 6 5 6,43 41 59 43,14
2022-03-01 19:52:54.119142,0.3,5 6 5 6,39 43 63 44,14
2022-03-01 19:52:55.775404,0.3,5 6 5 6,39 43 63 44,14
2022-03-01 19:52:57.400402,0.4,5 6 5 6,39 43 63 44,14
2022-03-01 19:52:59.162841,0.4,5 6 5 6,39 43 63 44,14
2022-03-01 19:53:00.774536,0.3,5 6 5 6,39 43 63 44,14
2022-03-01 19:53:02.415151,0.4,5 6 5 6,39 43 63 44,14
2022-03-01 19:53:04.290140,0.4,5 6 5 6,39 43 63 44,14
2022-03-01 19:53:05.993118,0.3,5 6 5 6,39 43 63 44,14
2022-03-01 19:53:07.587035,0.3,5 6 5 6,39 43 63 44,14
2022-03-01 19:53:09.321380,0.3,5 6 6 6,39 43 63 44,14
2022-03-01 19:53:11.008905,0.3,5 6 6 6,39 43 63 44,14
2022-03-01 19:53:12.712015,0.4,5 6 6 6,39 43 63 44,14
2022-03-01 19:53:14.415156,0.4,5 6 6 6,39 43 63 44,14
2022-03-01 19:53:16.133909,0.4,5 6 6 6,39 43 63 44,14
2022-03-01 19:53:17.837036,0.4,5 6 6 6,39 43 63 44,14
2022-03-01 19:53:19.524526,0.3,5 6 6 6,39 43 63 44,14
2022-03-01 19:53:21.196395,0.3,5 6 6 6,39 43 63 44,14
2022-03-01 19:53:22.915163,0.4,5 6 6 6,39 43 63 44,14
2022-03-01 19:53:24.696393,0.3,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:26.321406,0.3,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:28.071408,0.3,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:29.790148,0.3,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:31.493144,0.4,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:33.087035,0.3,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:34.883906,0.5,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:36.727647,0.4,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:38.415158,0.3,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:40.118279,0.4,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:41.899532,0.5,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:43.586835,0.4,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:45.321407,0.4,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:46.962021,0.4,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:48.727652,0.4,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:50.462036,0.3,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:52.180776,0.4,5 6 6 6,43 43 59 44,14
2022-03-01 19:53:53.977463,0.3,5 6 6 6,43 41 59 45,14
2022-03-01 19:53:55.774538,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:53:57.399535,0.3,5 6 6 6,43 41 59 45,14
2022-03-01 19:53:59.071376,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:00.712013,0.3,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:02.368281,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:04.055750,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:05.711835,0.3,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:07.462053,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:09.071410,0.3,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:10.712027,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:12.352457,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:14.165156,0.5,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:15.868276,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:17.508877,0.3,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:19.212031,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:20.883878,0.3,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:22.789963,0.4,5 6 6 6,43 41 59 45,14
2022-03-01 19:54:24.555782,0.3,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:26.196406,0.3,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:27.946408,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:29.665144,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:31.430759,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:33.071394,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:34.712027,0.3,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:36.477656,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:38.087006,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:39.837021,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:41.508906,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:43.305782,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:45.055583,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:46.899332,0.5,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:48.540156,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:50.477461,0.5,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:52.212038,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:53.868281,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:55.680772,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:57.336997,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:54:59.274531,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:01.008880,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:02.649505,0.3,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:04.315216,0.3,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:06.112070,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:07.846462,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:09.627688,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:11.315211,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:12.971476,0.3,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:14.690016,0.3,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:16.487204,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:18.174900,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:19.753024,0.3,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:21.487400,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:23.128028,0.4,5 6 6 6,45 44 63 40,14
2022-03-01 19:55:24.799905,0.3,5 6 6 6,40 37 48 43,14
2022-03-01 19:55:26.596783,0.4,5 6 6 6,40 37 48 43,14
2022-03-01 19:55:28.253025,0.4,5 6 6 6,40 37 48 43,14
2022-03-01 19:55:30.034093,0.3,5 6 6 6,40 37 48 43,14
