time,response_time,active_pods_count,cpu_load,current_power_of_attack
2022-03-04 15:12:27.517729,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:29.662911,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:31.786532,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:33.869651,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:35.912921,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:38.207449,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:40.373952,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:42.462635,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:44.587980,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:46.698012,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:48.842470,0.4,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:51.120980,0.5,4 5 4 4 4,1 1 1 1 8,2
2022-03-04 15:12:53.230858,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:12:55.298306,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:12:57.386654,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:00.065413,0.8,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:02.157874,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:04.225655,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:06.361407,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:08.618585,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:10.710628,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:12.886901,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:15.016605,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:17.271577,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:19.651090,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:22.003205,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:24.320489,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:27.828662,1.5,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:30.222863,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:32.454299,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:34.881871,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:37.276918,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:39.758639,0.5,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:42.197768,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:45.027185,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:47.289251,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:49.515912,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:52.196528,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:54.785043,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:57.351687,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:13:59.832162,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:02.237337,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:04.639419,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:07.951668,1.3,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:10.282895,0.4,4 5 4 4 4,1 1 1 1 1,2
2022-03-04 15:14:12.535144,0.4,4 5 4 4 4,1 1 1 1 1,2
